"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
25,005,Bristol County,39300,MA,"$475,000","$608,100","$735,050","$913,450"
25,007,Dukes County,99999,MA,"$729,750","$934,200","$1,129,250","$1,403,400"
25,009,Essex County,14460,MA,"$523,750","$670,500","$810,450","$1,007,200"
25,011,Franklin County,44140,MA,"$417,000","$533,850","$645,300","$801,950"
25,013,Hampden County,44140,MA,"$417,000","$533,850","$645,300","$801,950"
25,015,Hampshire County,44140,MA,"$417,000","$533,850","$645,300","$801,950"
25,017,Middlesex County,14460,MA,"$523,750","$670,500","$810,450","$1,007,200"
25,019,Nantucket County,99999,MA,"$729,750","$934,200","$1,129,250","$1,403,400"
25,021,Norfolk County,14460,MA,"$523,750","$670,500","$810,450","$1,007,200"
25,023,Plymouth County,14460,MA,"$523,750","$670,500","$810,450","$1,007,200"
25,025,Suffolk County,14460,MA,"$523,750","$670,500","$810,450","$1,007,200"
25,027,Worcester County,49340,MA,"$417,000","$533,850","$645,300","$801,950"
26,001,Alcona County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,003,Alger County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,005,Allegan County,10880,MI,"$417,000","$533,850","$645,300","$801,950"
26,007,Alpena County,10980,MI,"$417,000","$533,850","$645,300","$801,950"
26,009,Antrim County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,011,Arenac County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,013,Baraga County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,015,Barry County,24340,MI,"$417,000","$533,850","$645,300","$801,950"
26,017,Bay County,13020,MI,"$417,000","$533,850","$645,300","$801,950"
26,019,Benzie County,45900,MI,"$417,000","$533,850","$645,300","$801,950"
26,021,Berrien County,35660,MI,"$417,000","$533,850","$645,300","$801,950"
26,023,Branch County,17740,MI,"$417,000","$533,850","$645,300","$801,950"
26,025,Calhoun County,12980,MI,"$417,000","$533,850","$645,300","$801,950"
26,027,Cass County,43780,MI,"$417,000","$533,850","$645,300","$801,950"
26,029,Charlevoix County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,031,Cheboygan County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,033,Chippewa County,42300,MI,"$417,000","$533,850","$645,300","$801,950"
26,035,Clare County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,037,Clinton County,29620,MI,"$417,000","$533,850","$645,300","$801,950"
26,039,Crawford County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,041,Delta County,21540,MI,"$417,000","$533,850","$645,300","$801,950"
26,043,Dickinson County,27020,MI,"$417,000","$533,850","$645,300","$801,950"
26,045,Eaton County,29620,MI,"$417,000","$533,850","$645,300","$801,950"
26,047,Emmet County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,049,Genesee County,22420,MI,"$417,000","$533,850","$645,300","$801,950"
26,051,Gladwin County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,053,Gogebic County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,055,Grand Traverse County,45900,MI,"$417,000","$533,850","$645,300","$801,950"
26,057,Gratiot County,10940,MI,"$417,000","$533,850","$645,300","$801,950"
26,059,Hillsdale County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,061,Houghton County,26340,MI,"$417,000","$533,850","$645,300","$801,950"
26,063,Huron County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,065,Ingham County,29620,MI,"$417,000","$533,850","$645,300","$801,950"
26,067,Ionia County,24340,MI,"$417,000","$533,850","$645,300","$801,950"
26,069,Iosco County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,071,Iron County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,073,Isabella County,34380,MI,"$417,000","$533,850","$645,300","$801,950"
26,075,Jackson County,27100,MI,"$417,000","$533,850","$645,300","$801,950"
26,077,Kalamazoo County,28020,MI,"$417,000","$533,850","$645,300","$801,950"
26,079,Kalkaska County,45900,MI,"$417,000","$533,850","$645,300","$801,950"
26,081,Kent County,24340,MI,"$417,000","$533,850","$645,300","$801,950"
26,083,Keweenaw County,26340,MI,"$417,000","$533,850","$645,300","$801,950"
26,085,Lake County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,087,Lapeer County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,089,Leelanau County,45900,MI,"$417,000","$533,850","$645,300","$801,950"
26,091,Lenawee County,10300,MI,"$417,000","$533,850","$645,300","$801,950"
26,093,Livingston County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,095,Luce County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,097,Mackinac County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,099,Macomb County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,101,Manistee County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,103,Marquette County,32100,MI,"$417,000","$533,850","$645,300","$801,950"
26,105,Mason County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,107,Mecosta County,13660,MI,"$417,000","$533,850","$645,300","$801,950"
26,109,Menominee County,31940,MI,"$417,000","$533,850","$645,300","$801,950"
26,111,Midland County,33220,MI,"$417,000","$533,850","$645,300","$801,950"
26,113,Missaukee County,15620,MI,"$417,000","$533,850","$645,300","$801,950"
26,115,Monroe County,33780,MI,"$417,000","$533,850","$645,300","$801,950"
26,117,Montcalm County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,119,Montmorency County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,121,Muskegon County,34740,MI,"$417,000","$533,850","$645,300","$801,950"
26,123,Newaygo County,24340,MI,"$417,000","$533,850","$645,300","$801,950"
26,125,Oakland County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,127,Oceana County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,129,Ogemaw County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,131,Ontonagon County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,133,Osceola County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,135,Oscoda County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,137,Otsego County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,139,Ottawa County,26100,MI,"$417,000","$533,850","$645,300","$801,950"
26,141,Presque Isle County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,143,Roscommon County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,145,Saginaw County,40980,MI,"$417,000","$533,850","$645,300","$801,950"
26,147,St. Clair County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,149,St. Joseph County,44780,MI,"$417,000","$533,850","$645,300","$801,950"
26,151,Sanilac County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,153,Schoolcraft County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,155,Shiawassee County,37020,MI,"$417,000","$533,850","$645,300","$801,950"
26,157,Tuscola County,99999,MI,"$417,000","$533,850","$645,300","$801,950"
26,159,Van Buren County,28020,MI,"$417,000","$533,850","$645,300","$801,950"
26,161,Washtenaw County,11460,MI,"$417,000","$533,850","$645,300","$801,950"
26,163,Wayne County,19820,MI,"$417,000","$533,850","$645,300","$801,950"
26,165,Wexford County,15620,MI,"$417,000","$533,850","$645,300","$801,950"
27,001,Aitkin County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,003,Anoka County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,005,Becker County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,007,Beltrami County,13420,MN,"$417,000","$533,850","$645,300","$801,950"
27,009,Benton County,41060,MN,"$417,000","$533,850","$645,300","$801,950"
27,011,Big Stone County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,013,Blue Earth County,31860,MN,"$417,000","$533,850","$645,300","$801,950"
27,015,Brown County,35580,MN,"$417,000","$533,850","$645,300","$801,950"
27,017,Carlton County,20260,MN,"$417,000","$533,850","$645,300","$801,950"
27,019,Carver County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,021,Cass County,14660,MN,"$417,000","$533,850","$645,300","$801,950"
27,023,Chippewa County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,025,Chisago County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,027,Clay County,22020,MN,"$417,000","$533,850","$645,300","$801,950"
27,029,Clearwater County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,031,Cook County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,033,Cottonwood County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,035,Crow Wing County,14660,MN,"$417,000","$533,850","$645,300","$801,950"
27,037,Dakota County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,039,Dodge County,40340,MN,"$417,000","$533,850","$645,300","$801,950"
27,041,Douglas County,10820,MN,"$417,000","$533,850","$645,300","$801,950"
27,043,Faribault County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,045,Fillmore County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,047,Freeborn County,10660,MN,"$417,000","$533,850","$645,300","$801,950"
27,049,Goodhue County,39860,MN,"$417,000","$533,850","$645,300","$801,950"
27,051,Grant County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,053,Hennepin County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,055,Houston County,29100,MN,"$417,000","$533,850","$645,300","$801,950"
27,057,Hubbard County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,059,Isanti County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,061,Itasca County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,063,Jackson County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,065,Kanabec County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,067,Kandiyohi County,48820,MN,"$417,000","$533,850","$645,300","$801,950"
27,069,Kittson County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,071,Koochiching County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,073,Lac qui Parle County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,075,Lake County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,077,Lake of the Woods County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,079,Le Sueur County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,081,Lincoln County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,083,Lyon County,32140,MN,"$417,000","$533,850","$645,300","$801,950"
27,085,McLeod County,26780,MN,"$417,000","$533,850","$645,300","$801,950"
27,087,Mahnomen County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,089,Marshall County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,091,Martin County,21860,MN,"$417,000","$533,850","$645,300","$801,950"
27,093,Meeker County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,095,Mille Lacs County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,097,Morrison County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,099,Mower County,12380,MN,"$417,000","$533,850","$645,300","$801,950"
27,101,Murray County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,103,Nicollet County,31860,MN,"$417,000","$533,850","$645,300","$801,950"
27,105,Nobles County,49380,MN,"$417,000","$533,850","$645,300","$801,950"
27,107,Norman County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,109,Olmsted County,40340,MN,"$417,000","$533,850","$645,300","$801,950"
27,111,Otter Tail County,22260,MN,"$417,000","$533,850","$645,300","$801,950"
27,113,Pennington County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,115,Pine County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,117,Pipestone County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,119,Polk County,24220,MN,"$417,000","$533,850","$645,300","$801,950"
27,121,Pope County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,123,Ramsey County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,125,Red Lake County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,127,Redwood County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,129,Renville County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,131,Rice County,22060,MN,"$417,000","$533,850","$645,300","$801,950"
27,133,Rock County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,135,Roseau County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,137,St. Louis County,20260,MN,"$417,000","$533,850","$645,300","$801,950"
27,139,Scott County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,141,Sherburne County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,143,Sibley County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,145,Stearns County,41060,MN,"$417,000","$533,850","$645,300","$801,950"
27,147,Steele County,36940,MN,"$417,000","$533,850","$645,300","$801,950"
27,149,Stevens County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,151,Swift County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,153,Todd County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,155,Traverse County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,157,Wabasha County,40340,MN,"$417,000","$533,850","$645,300","$801,950"
27,159,Wadena County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,161,Waseca County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,163,Washington County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,165,Watonwan County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
27,167,Wilkin County,47420,MN,"$417,000","$533,850","$645,300","$801,950"
27,169,Winona County,49100,MN,"$417,000","$533,850","$645,300","$801,950"
27,171,Wright County,33460,MN,"$417,000","$533,850","$645,300","$801,950"
27,173,Yellow Medicine County,99999,MN,"$417,000","$533,850","$645,300","$801,950"
28,001,Adams County,35020,MS,"$417,000","$533,850","$645,300","$801,950"
28,003,Alcorn County,18420,MS,"$417,000","$533,850","$645,300","$801,950"
28,005,Amite County,32620,MS,"$417,000","$533,850","$645,300","$801,950"
28,007,Attala County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,009,Benton County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,011,Bolivar County,17380,MS,"$417,000","$533,850","$645,300","$801,950"
28,013,Calhoun County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,015,Carroll County,24900,MS,"$417,000","$533,850","$645,300","$801,950"
28,017,Chickasaw County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,019,Choctaw County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,021,Claiborne County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,023,Clarke County,32940,MS,"$417,000","$533,850","$645,300","$801,950"
28,025,Clay County,48500,MS,"$417,000","$533,850","$645,300","$801,950"
28,027,Coahoma County,17260,MS,"$417,000","$533,850","$645,300","$801,950"
28,029,Copiah County,27140,MS,"$417,000","$533,850","$645,300","$801,950"
28,031,Covington County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,033,DeSoto County,32820,MS,"$417,000","$533,850","$645,300","$801,950"
28,035,Forrest County,25620,MS,"$417,000","$533,850","$645,300","$801,950"
28,037,Franklin County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,039,George County,37700,MS,"$417,000","$533,850","$645,300","$801,950"
28,041,Greene County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,043,Grenada County,24980,MS,"$417,000","$533,850","$645,300","$801,950"
28,045,Hancock County,25060,MS,"$417,000","$533,850","$645,300","$801,950"
28,047,Harrison County,25060,MS,"$417,000","$533,850","$645,300","$801,950"
28,049,Hinds County,27140,MS,"$417,000","$533,850","$645,300","$801,950"
28,051,Holmes County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,053,Humphreys County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,055,Issaquena County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,057,Itawamba County,46180,MS,"$417,000","$533,850","$645,300","$801,950"
28,059,Jackson County,37700,MS,"$417,000","$533,850","$645,300","$801,950"
28,061,Jasper County,29860,MS,"$417,000","$533,850","$645,300","$801,950"
28,063,Jefferson County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,065,Jefferson Davis County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,067,Jones County,29860,MS,"$417,000","$533,850","$645,300","$801,950"
28,069,Kemper County,32940,MS,"$417,000","$533,850","$645,300","$801,950"
28,071,Lafayette County,37060,MS,"$417,000","$533,850","$645,300","$801,950"
28,073,Lamar County,25620,MS,"$417,000","$533,850","$645,300","$801,950"
28,075,Lauderdale County,32940,MS,"$417,000","$533,850","$645,300","$801,950"
28,077,Lawrence County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,079,Leake County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,081,Lee County,46180,MS,"$417,000","$533,850","$645,300","$801,950"
28,083,Leflore County,24900,MS,"$417,000","$533,850","$645,300","$801,950"
28,085,Lincoln County,15020,MS,"$417,000","$533,850","$645,300","$801,950"
28,087,Lowndes County,18060,MS,"$417,000","$533,850","$645,300","$801,950"
28,089,Madison County,27140,MS,"$417,000","$533,850","$645,300","$801,950"
28,091,Marion County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,093,Marshall County,32820,MS,"$417,000","$533,850","$645,300","$801,950"
28,095,Monroe County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,097,Montgomery County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,099,Neshoba County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,101,Newton County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
28,103,Noxubee County,99999,MS,"$417,000","$533,850","$645,300","$801,950"
