FHFBID,District,Member Name,City,State,Zip,Member Type,Charter Type,FDIC Certificate Number,Federal Reserve ID,OTS Docket Number ,Credit Union Charter Number ,Approval Date,,
12050,Chicago,The Baraboo National Bank,Baraboo,WI,53913,Commercial Bank,National,12788,0024949,,,5/31/94,,
12053,Pittsburgh,Capon Valley Bank,Wardensville,WV,26851,Commercial Bank,State,09998,0018836,,,5/31/94,,
12065,Atlanta,West Central Georgia Bank,Thomaston,GA,30286,Commercial Bank,State,21526,0280138,,,6/6/94,,
12067,Seattle,Yellowstone Bank,Laurel,MT,59044,Commercial Bank,State,01978,0680457,,,6/6/94,,
12071,Indianapolis,ALDEN STATE BANK,Alden,MI,49612,Commercial Bank,State,17622,0388744,,,6/9/94,,
12074,Des Moines,Central Bank,Stillwater,MN,55082,Commercial Bank,State,27234,1189041,,,6/9/94,,
12075,Des Moines,The First National Bank in Sioux Falls,Sioux Falls,SD,57102,Commercial Bank,National,04016,0326858,,,6/9/94,,
12080,Chicago,Black River Country Bank,Black River Falls,WI,54615,Commercial Bank,State,15152,0603540,,,6/9/94,,
12081,Cincinnati,THE FARMERS BANK OF MILTON,Milton,KY,40045,Commercial Bank,State,12163,0265340,,,6/14/94,,
12082,Cincinnati,The National Bank of Oak Harbor,Oak Harbor,OH,43449,Commercial Bank,National,14528,0378026,,,6/14/94,,
12084,Boston,Rockland Trust Company,Rockland,MA,02370,Commercial Bank,State,09712,0613008,,,6/14/94,,
12087,Atlanta,Community Bank and Trust,Cornelia,GA,30531,Commercial Bank,State,05702,0184937,,,6/14/94,,
12088,Seattle,"First Citizens Bank of Polson, NA",Polson,MT,59860,Commercial Bank,National,21478,0620752,,,6/16/94,,
12091,Topeka,"The City NB&T Co. of Lawton, Ok",Lawton,OK,73502,Commercial Bank,National,04132,0294751,,,6/16/94,,
12093,Atlanta,Peoples National Bank ,Niceville,FL,32578,Commercial Bank,National,26687,0483537,,,6/17/94,,
12095,Topeka,First National Bank,Schuyler,NE,68661,Commercial Bank,National,08325,0741657,,,6/17/94,,
12096,Dallas,The First National Bank of Winnsboro,Winnsboro,TX,75494,Commercial Bank,National,05590,0501767,,,6/17/94,,
12100,Topeka,"The Baxter State Bank - Baxter Springs, KS",Baxter Springs,KS,66713,Commercial Bank,State,12432,1000856,,,6/20/94,,
12102,Atlanta,Adams National Bank,Washington,DC,20006,Commercial Bank,National,22658,0659622,,,6/20/94,,
12104,Des Moines,F & C Bank,Holden,MO,64040,Commercial Bank,State,09378,0014155,,,6/20/94,,
12107,Des Moines,Farmers & Merchants State Bank of Springfield,Springfield,MN,56087,Commercial Bank,State,13382,0770451,,,6/22/94,,
12108,Des Moines,Primebank,Le Mars,IA,51031,Commercial Bank,State,08101,0671147,,,6/22/94,,
12109,Des Moines,"Bremer Bank, National Association",South St. Paul,MN,55075,Commercial Bank,National,12923,0800657,,,6/21/94,,
12112,Cincinnati,Somerville National Bank,Somerville,OH,45064,Commercial Bank,National,06700,0411624,,,6/22/94,,
12113,Pittsburgh,Commercial Bank and Trust of Pennsylvania,Latrobe,PA,15650,Commercial Bank,State,14333,0945026,,,6/23/94,,
12114,Topeka,Farmers & Merchants NB of Fairview,Fairview,OK,73737,Commercial Bank,National,04097,0073152,,,6/23/94,,
12117,Des Moines,Frontier Bank,Rock Rapids,IA,51246,Savings Bank,Federal,33922,,12117,,6/24/94,,
12118,Indianapolis,THE STATE BANK - FENTON,Fenton,MI,48430,Commercial Bank,State,11406,0602048,,,6/22/94,,
12120,Cincinnati,DEPOSIT BANK OF CARLISLE,Carlisle,KY,40311,Commercial Bank,State,00266,0842116,,,6/23/94,,
12125,Des Moines,"First Community Bank, Missouri",Bernie,MO,63822,Commercial Bank,State,16207,0947842,,,6/28/94,,
12127,Seattle,First Technology Credit Union,Beaverton,OR,97075,Credit Union,State,,,,68281,6/28/94,,
12128,Boston,Katahdin Federal Credit Union,Millinocket,ME,04462,Credit Union,Federal,,,,09348,6/28/94,,
12132,Boston,WELLS RIVER SAVINGS,Wells River,VT,05081,Savings Bank,State,14136,0303701,,,6/28/94,,
12134,Boston,EASTERN BANK,Lynn,MA,01901,Savings Bank,State,32773,0128904,,,6/23/94,,
12135,Boston,TORRINGTON SAVINGS,Torrington,CT,06790,Savings Bank,State,16636,0065205,,,6/24/94,,
12136,Boston,WILLIAMSTOWN SAVINGS,Williamstown,MA,01267,Savings Bank,State,23299,0774105,,,6/27/94,,
12139,Des Moines,Union Bank,Kansas City,MO,64138,Commercial Bank,State,19582,0687858,,,6/28/94,,
12142,Des Moines,Iowa State Bank,Wapello,IA,52653,Commercial Bank,State,14291,0952846,,,6/28/94,,
12143,Des Moines,Peoples Savings Bank,Elma,IA,50628,Commercial Bank,State,05818,0679246,,,6/28/94,,
12144,Des Moines,Security State Bank,Independence,IA,50644,Commercial Bank,State,15851,0924348,,,6/28/94,,
12145,Des Moines,State Bank of Richmond,Richmond,MN,56368,Commercial Bank,State,08542,0881656,,,6/28/94,,
12146,Des Moines,CountryBank USA,Cando,ND,58324,Commercial Bank,State,19765,0794251,,,6/28/94,,
12147,Cincinnati,THE CECILIAN BANK,Cecilia,KY,42724,Commercial Bank,State,08774,0982142,,,6/29/94,,
12151,Dallas,Hill Bank & Trust Co.,Weimar,TX,78962,Commercial Bank,State,11902,0554268,,,6/29/94,,
12160,Des Moines,"Bremer Bank, National Association",Grand Forks,ND,58208,Commercial Bank,National,02055,0995450,,,7/1/94,,
12162,Pittsburgh,Clearfield Bank & Trust,Clearfield,PA,16830,Commercial Bank,State,11116,0975911,,,7/1/94,,
12164,Chicago,The Citizens National Bank of Paris,Paris,IL,61944,Commercial Bank,National,03721,0921842,,,7/5/94,,
12165,Dallas,The First National Bank of Trenton,Trenton,TX,75490,Commercial Bank,National,05558,0419460,,,7/5/94,,
12170,Atlanta,Horry County State Bank,Loris,SC,29569,Commercial Bank,State,27139,1162530,,,7/6/94,,
12172,Chicago,"Eagle Valley Bank, National Association",St. Croix Falls,WI,54024,Commercial Bank,National,05365,0709358,,,7/6/94,,
12176,Seattle,Community Bank,Joseph,OR,97846,Commercial Bank,State,17445,0779360,,,7/8/94,,
12179,Des Moines,Dakota Western Bank,Bowman,ND,58623,Commercial Bank,State,08637,0827458,,,7/8/94,,
12180,Chicago,First National Bank,Davenport,IA,52806,Commercial Bank,National,17358,0704447,,,7/8/94,,
12187,Cincinnati,CITIZENS BANK,Elizabethton,TN,37644,Commercial Bank,State,14851,0778738,,,7/11/94,,
12190,Des Moines,American State Bank & Trust Company of Williston,Williston,ND,58802,Commercial Bank,State,15444,0244251,,,7/14/94,,
12194,Des Moines,Bank of Sullivan,Sullivan,MO,63080,Commercial Bank,State,08892,0436953,,,7/15/94,,
12197,Pittsburgh,Bank of Landisburg,Landisburg,PA,17040,Commercial Bank,State,90384,0734613,,,7/18/94,,
12199,Boston,BARRE SAVINGS BANK,Barre,MA,01005,Savings Bank,State,90148,0127701,,,7/18/94,,
12202,Atlanta,"Mackinac Savings Bank, FSB",Boynton Beach,FL,33426,Savings Bank,Federal,33925,,12202,,7/15/94,,
12203,Atlanta,BankFirst,Eustis,FL,32726,Commercial Bank,State,27550,1401686,,,7/20/94,,
12205,Chicago,First National Bank of Raymond,Raymond,IL,62560,Commercial Bank,National,03830,0421445,,,7/20/94,,
12206,Seattle,Harborstone Credit Union,Tacoma,WA,98438,Credit Union,State,,,,66399,7/20/94,,
12209,Atlanta,"NatBank, N.A.",Hollywood,FL,33020,Commercial Bank,National,33959,2233875,,,12/6/94,,
12211,Atlanta,First Metro Bank,Muscle Shoals,AL,35661,Commercial Bank,State,27381,1222519,,,7/15/94,,
12212,Dallas,Robert Lee State Bank,Robert Lee,TX,76945,Commercial Bank,State,15442,0803265,,,7/18/94,,
12215,Atlanta,"Provident State Bank , Inc",Preston,MD,21655,Commercial Bank,State,08813,0169327,,,7/20/94,,
12216,Atlanta,Hebron Savings Bank,Hebron,MD,21830,Commercial Bank,State,08811,0780722,,,7/21/94,,
12217,Topeka,"The Citizens State Bank - Gridley, KS",Gridley,KS,66852,Commercial Bank,State,15111,0858854,,,7/18/94,,
12218,Topeka,"The Fnb of Stigler, Oklahoma",Stigler,OK,74462,Commercial Bank,National,04199,0319458,,,7/18/94,,
12220,Pittsburgh,"Union Bank, Inc.",Middlebourne,WV,26149,Commercial Bank,State,16620,0667029,,,7/26/94,,
12221,Pittsburgh,Union National Community Bank,Mount Joy,PA,17552,Commercial Bank,National,07635,0043511,,,7/26/94,,
12223,Dallas,Citizens Bank,Columbia,MS,39429,Commercial Bank,State,00324,0514132,,,7/26/94,,
12224,Dallas,Tensas State Bank,Newellton,LA,71357,Commercial Bank,State,08533,0134455,,,7/26/94,,
12228,Atlanta,Bryan Bank and Trust,Richmond Hill,GA,31324,Commercial Bank,State,32744,1421040,,,7/28/94,,
12229,Atlanta,Citizens and Farmers Bank,West Point,VA,23181,Commercial Bank,State,10363,0928421,,,7/28/94,,
12231,Topeka,"First United Bank & Trust Company - Durant, OK",Durant,OK,74702,Commercial Bank,State,04239,0509950,,,7/28/94,,
12235,Atlanta,Palmetto State Bank,Hampton,SC,29924,Commercial Bank,State,17563,0277820,,,7/29/94,,
12237,San Francisco,Citizens Business Bank,Ontario,CA,91761,Commercial Bank,State,21716,0933966,,,8/1/94,,
12238,Chicago,The Farmers National Bk of Prophet,Prophetstown,IL,61277,Commercial Bank,National,03732,0933041,,,8/1/94,,
12239,Indianapolis,THE FARMERS STATE BANK - BROOKSTON,Brookston,IN,47923,Commercial Bank,State,16387,0571443,,,8/1/94,,
12240,Atlanta,"Fidelity Bank of Florida, N.A.",Merritt Island,FL,32954,Commercial Bank,National,33198,1516423,,,8/1/94,,
12241,Indianapolis,First National Bank,Cloverdale,IN,46120,Commercial Bank,National,04324,0060648,,,8/1/94,,
12242,Dallas,The First National Bank of Wynne,Wynne,AR,72396,Commercial Bank,National,03897,0988845,,,8/1/94,,
12244,Indianapolis,THE FRIENDSHIP STATE BANK,Friendship,IN,47021,Commercial Bank,State,13130,0427241,,,8/1/94,,
12245,New York,National Bank of New York City,Flushing,NY,11354,Commercial Bank,National,18734,0502111,,,8/1/94,,
12246,Boston,National Grand Bank of Marblehead,Marblehead,MA,01945,Commercial Bank,National,02608,0863607,,,8/1/94,,
12247,Indianapolis,THE PEOPLES STATE BANK - ELLETTSVILLE,Ellettsville,IN,47429,Commercial Bank,State,14113,0454546,,,8/1/94,,
12248,Dallas,TIB-The Independent BankersBank,Irving,TX,75038,Commercial Bank,State,23647,0529958,,,8/1/94,,
12250,Pittsburgh,Lafayette Ambassador Bank,Easton,PA,18042,Commercial Bank,State,11106,0140018,,,8/2/94,,
12252,Atlanta,Old Point National Bank of Phoebus,Hampton,VA,23663,Commercial Bank,National,06892,0186221,,,8/2/94,,
12254,Boston,The First National Bank of Orwell,Orwell,VT,05760,Commercial Bank,National,06280,0177500,,,7/29/94,,
12255,Atlanta,Queensborough National Bank & Trust Company,Louisville,GA,30434,Commercial Bank,National,02138,0960935,,,8/3/94,,
12256,Topeka,"Omaha State Bank - Omaha, NE",Omaha,NE,68144,Commercial Bank,State,20628,0192156,,,8/3/94,,
12257,Seattle,State Bank & Trust Company,Dillon,MT,59725,Commercial Bank,State,00357,0641252,,,8/3/94,,
12260,New York,"Lusitania Savings Bank, FSB",Newark,NJ,07105,Savings Bank,Federal,34058,,12260,,9/1/95,,
12262,Des Moines,"Bremer Bank, National Association",Alexandria,MN,56308,Commercial Bank,National,12915,0268556,,,8/3/94,,
12263,Des Moines,"Bremer Bank, National Association",Brainerd,MN,56401,Commercial Bank,National,12917,0275750,,,8/3/94,,
12264,Des Moines,"Bremer Bank, National Association",Willmar,MN,56201,Commercial Bank,National,12198,0224655,,,8/3/94,,
12267,Pittsburgh,The Harleysville National B&T Co.,Harleysville,PA,19438,Commercial Bank,National,07516,0284819,,,8/5/94,,
12268,Atlanta,Frontier Bank,Lagrange,GA,30240,Commercial Bank,State,16431,0255136,,,8/5/94,,
12269,Chicago,Washington Federal Bank For Savings,Chicago,IL,60608,Savings Bank,Federal,30570,,12269,,,,
12271,Des Moines,First Trust and Savings Bank,Wheatland,IA,52777,Commercial Bank,State,08752,0640442,,,8/9/94,,
12273,Des Moines,Capital Bank,Saint Paul,MN,55117,Commercial Bank,State,17640,0826255,,,8/9/94,,
12274,Des Moines,Northeast Security Bank,Sumner,IA,50674,Commercial Bank,State,18384,0442244,,,8/9/94,,
12275,Topeka,"Battle Creek State Bank - Battle Creek, NE",Battle Creek,NE,68715,Commercial Bank,State,16330,0986757,,,8/8/94,,
12276,Cincinnati,"First Financial Bank, NA",Hamilton,OH,45011,Commercial Bank,National,06600,0165628,,,8/8/94,,
12279,Topeka,"Adams Bank & Trust - Ogallala, NE",Ogallala,NE,69153,Commercial Bank,State,18489,0463650,,,8/10/94,,
12280,Cincinnati,ANDREW JOHNSON BANK,Greeneville,TN,37744,Commercial Bank,State,22015,0361439,,,8/11/94,,
12285,Chicago,The Farmers Bank of Liberty,Liberty,IL,62347,Commercial Bank,State,11719,0371942,,,8/11/94,,
12289,Des Moines,"Bremer Bank, National Association",International Falls,MN,56649,Commercial Bank,National,09343,0952453,,,8/11/94,,
12291,Des Moines,Alliance Bank ,Lake City,MN,55041,Commercial Bank,State,10973,0166652,,,8/11/94,,
12293,Atlanta,Bank of Clarke County,Berryville,VA,22611,Commercial Bank,State,06123,0753324,,,8/12/94,,
12295,Atlanta,First National Bank South,Alma,GA,31510,Commercial Bank,National,17011,0012030,,,8/12/94,,
12297,Dallas,Bank of England,England,AR,72046,Commercial Bank,State,13303,0244149,,,8/15/94,,
12301,Atlanta,Coconut Grove Bank,Miami,FL,33133,Commercial Bank,State,08018,0648130,,,8/17/94,,
12302,Des Moines,Farmers & Merchants Savings Bank,Waukon,IA,52172,Commercial Bank,State,00255,0201647,,,8/17/94,,
12304,Des Moines,Grinnell State Bank,Grinnell,IA,50112,Commercial Bank,State,11347,0783246,,,8/17/94,,
12306,Dallas,Valley National Bank,Espanola,NM,87532,Commercial Bank,National,19245,0962854,,,8/17/94,,
12308,Dallas,Bank of Texas,Austin,TX,78767,Commercial Bank,State,11942,0475363,,,8/17/94,,
12309,Dallas,Industry State Bank,Industry,TX,78944,Commercial Bank,State,12506,0733054,,,8/17/94,,
12312,Chicago,Williamsville State Bank & Trust,Williamsville,IL,62693,Commercial Bank,State,12388,0365848,,,8/15/94,,
12313,San Francisco,North Valley Bank,Redding,CA,96002,Commercial Bank,State,20959,0808167,,,8/15/94,,
12314,Des Moines,The First National Bank of Farragut,Shenandoah,IA,51601,Commercial Bank,National,04457,0618647,,,8/16/94,,
12315,Des Moines,Minnwest Bank Luverne,Luverne,MN,56156,Commercial Bank,State,08224,0957159,,,8/17/94,,
12317,Pittsburgh,"FNB Bank, National Association",Danville,PA,17821,Commercial Bank,National,07459,0131418,,,8/18/94,,
12318,Chicago,Anchor State Bank,Anchor,IL,61720,Commercial Bank,State,11681,0655530,,,8/19/94,,
12319,Des Moines,First Security Bank - West,Beulah,ND,58523,Commercial Bank,State,10253,0969059,,,8/19/94,,
12322,Atlanta,Exchange Bank,Milledgeville,GA,31061,Commercial Bank,State,00160,0613839,,,8/19/94,,
12325,Atlanta,Peoples Bank,Newton,NC,28658,Commercial Bank,State,05956,0220527,,,8/19/94,,
12330,Des Moines,Citizens Bank,New Haven,MO,63068,Commercial Bank,State,14488,1001853,,,8/16/94,,
12331,Indianapolis,THE BATH STATE BANK,Bath,IN,47010,Commercial Bank,State,08035,0308340,,,8/17/94,,
12332,Chicago,"FIRST MID-ILLINOIS BANK & TRUST, N.A.",Mattoon,IL,61938,Commercial Bank,National,03705,0762447,,,8/18/94,,
12333,Dallas,Prosperity Bank,El Campo,TX,77437,Commercial Bank,State,16835,0664756,,,8/19/94,,
12338,Atlanta,Self-help Credit Union,Durham,NC,27702,Credit Union,State,,,,66258,8/23/94,,
12343,Cincinnati,THE APPLE CREEK BANKING COM,Apple Creek,OH,44606,Commercial Bank,State,00737,0213912,,,8/25/94,,
12344,Atlanta,Ameris Bank,Moultrie,GA,31768,Commercial Bank,State,20504,0764030,,,8/25/94,,
12345,Cincinnati,"Bank of Kentucky, Inc.",Crestview Hills,KY,41017,Commercial Bank,State,33022,1459034,,,8/25/94,,
12346,Dallas,The Brenham National Bank,Brenham,TX,77833,Commercial Bank,National,03113,0227357,,,8/25/94,,
12350,Dallas,"BANK OF THE RIO GRANDE, N.A.",Las Cruces,NM,88001,Commercial Bank,National,26210,0648952,,,8/30/94,,
12351,Boston,CENTURY BANK,Medford,MA,02155,Commercial Bank,State,19943,0377908,,,8/30/94,,
12352,Topeka,"Citizens State Bank and Trust Co. - Hiawatha, KS",Hiawatha,KS,66434,Commercial Bank,State,05830,0678557,,,8/30/94,,
12353,Des Moines,North American State Bank,Belgrade,MN,56312,Commercial Bank,State,10179,0393850,,,8/30/94,,
12355,Des Moines,Security State Bank of Marine,Marine On St. Croix,MN,55047,Commercial Bank,State,10163,0990053,,,8/25/94,,
12357,Des Moines,Lake Region Bank,New London,MN,56273,Commercial Bank,State,10965,0164153,,,8/26/94,,
12359,Des Moines,Community Bank Mankato,Vernon Center,MN,56090,Commercial Bank,State,09760,0835257,,,8/25/94,,
12362,Cincinnati,FRANKLIN BANK & TRUST COMPA,Franklin,KY,42135,Commercial Bank,State,17937,0493844,,,8/31/94,,
12366,Cincinnati,The Farmers National Bk of Cynthiana,Cynthiana,KY,41031,Commercial Bank,National,02689,0854418,,,9/1/94,,
12369,Cincinnati,The Fnb of Brooksville,Brooksville,KY,41004,Commercial Bank,National,02682,0798512,,,9/1/94,,
12373,Cincinnati,Farmers Bank,Parsons,TN,38363,Commercial Bank,State,08661,0524757,,,9/2/94,,
12376,Chicago,Banterra Bank,Marion,IL,62959,Commercial Bank,State,17514,0502849,,,9/2/94,,
12379,Des Moines,First Community Bank,Lee's Summit,MO,64063,Commercial Bank,State,14023,0735852,,,9/6/94,,
12381,Pittsburgh,The Gratz National Bank,Gratz,PA,17030,Commercial Bank,National,14863,0557317,,,9/6/94,,
12384,Topeka,Labette Bank,Altamont,KS,67330,Commercial Bank,State,17068,0483751,,,9/7/94,,
12387,Indianapolis,THE BIPPUS STATE BANK,Bippus,IN,46713,Commercial Bank,State,01847,0443148,,,9/12/94,,
12388,Atlanta,Camden National Bank,Camden,AL,36726,Commercial Bank,National,02787,0466932,,,9/12/94,,
12391,Cincinnati,Fremont Federal Credit Union,Fremont,OH,43420,Credit Union,Federal,,,,05370,9/13/94,,
12393,Des Moines,City State Bank,Central City,IA,52214,Commercial Bank,State,16438,0893640,,,9/9/94,,
12394,Des Moines,Independent Farmers Bank,Maysville,MO,64469,Commercial Bank,State,11462,0956152,,,9/9/94,,
12395,Des Moines,Pleasantville State Bank,Pleasantville,IA,50225,Commercial Bank,State,01861,0586241,,,9/9/94,,
12396,Des Moines,Security First Bank of North Dakota,New Salem,ND,58563,Commercial Bank,State,11519,0693952,,,9/9/94,,
12400,Topeka,"Hastings State Bank - Hastings, NE",Hastings,NE,68901,Commercial Bank,State,18984,0559553,,,9/12/94,,
12401,Boston,HOOSAC BANK,North Adams,MA,01247,Savings Bank,State,90253,0097804,,,9/12/94,,
12402,Indianapolis,OXFORD BANK,Oxford,MI,48371,Commercial Bank,State,09719,0448040,,,9/12/94,,
12404,Chicago,1st Community Bank,Sherrard,IL,61281,Commercial Bank,State,11706,0338945,,,9/15/94,,
12405,Boston,WELLESLEY CO-OP,Wellesley,MA,02181,Savings Bank,State,26605,0278078,,,9/15/94,,
12406,Topeka,American Fidelity Assurance Co.,Oklahoma City,OK,73106,Insurance Company,None,,,,,9/19/94,,
12410,Dallas,Helena National Bank,Helena,AR,72342,Commercial Bank,National,15729,0335346,,,9/19/94,,
12413,San Francisco,Mission Federal Credit Union,San Diego,CA,92121,Credit Union,Federal,,,,14384,9/19/94,,
12417,Cincinnati,South Central Bank,Elizabethtown,KY,42702,Commercial Bank,State,33977,2267012,,,1/30/95,,
12419,Topeka,American Interstate Bank,Elkhorn,NE,68022,Commercial Bank,State,01439,0547251,,,9/19/94,,
12420,Dallas,Catahoula-LaSalle Bank,Jonesville,LA,71343,Commercial Bank,State,10532,0930853,,,9/19/94,,
12422,Dallas,Washington State Bank,Washington,LA,70589,Commercial Bank,State,09326,0311939,,,9/19/94,,
12423,Des Moines,"Midwest Heritage Bank, F.S.B.",West Des Moines,IA,50265,Savings Bank,Federal,04432,,12423,,2/9/95,,
12426,Dallas,Union Bank & Trust Company,Monticello,AR,71655,Commercial Bank,State,01753,0022048,,,9/21/94,,
12427,Pittsburgh,The First National Bank of Lilly,Lilly,PA,15938,Commercial Bank,National,07577,0432012,,,9/21/94,,
12428,Atlanta,"FNB OF COFFEE COUNTY, N.A.",Douglas,GA,31533,Commercial Bank,National,33506,1892154,,,9/21/94,,
12429,Chicago,Bank of Springfield,Springfield,IL,62703,Commercial Bank,State,19506,0248240,,,9/21/94,,
12430,Des Moines,Minnwest Bank Central,Montevideo,MN,56265,Commercial Bank,State,01398,0699552,,,9/16/94,,
12432,Des Moines,First Minnetonka City Bank,Minnetonka,MN,55345,Commercial Bank,State,19188,0691556,,,9/21/94,,
12433,Des Moines,FARMERS TRUST & SAVINGS BANK,Williamsburg,IA,52361,Commercial Bank,State,14392,0382443,,,9/22/94,,
12434,Des Moines,First National Bank of Muscatine,Muscatine,IA,52761,Commercial Bank,National,00961,0893248,,,9/22/94,,
12435,Cincinnati,WAYNE COUNTY BANK,Waynesboro,TN,38485,Commercial Bank,State,09168,0511832,,,9/21/94,,
12436,Chicago,First State Bank of Western Illinois,Laharpe,IL,61450,Commercial Bank,State,09632,0953535,,,9/26/94,,
